experiment name,Date,t_start,t_pulse_start,t_end,WF,FR [%],Q [W],alpha,beta
php,04-06-2024,14:20:48,00:00:00,15:22:00,DI water,40,40,90,0
php,04-08-2024,10:25:31,00:00:00,11:25:00,DI water,40,60,90,0
php,04-08-2024,13:30:08,00:00:00,14:30:00,DI water,40,80,90,0
php,04-08-2024,16:20:59,00:00:00,17:20:00,DI water,40,100,90,0
php,04-09-2024,10:19:09,00:00:00,11:20:00,DI water,40,120,90,0
